nse_symbol,ex_date,share_multiplier,source_records,parsed_unique_factors,subjects
NAUKRI,2025-05-07,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
NAVA,2016-09-01,2.0,1,1, Bonus 1:1
NAVA,2025-01-20,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
NAVINFLUOR,2017-07-19,5.0,1,1, Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share
NAVKARURB,2025-04-24,2.5,1,1,Bonus 3:2
NAVKARURB,2025-05-09,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
NAVNETEDUL,2006-09-27,5.0,1,1,Split-Rs.10tors.2/Div-60%Purpose Revised
NAVNETEDUL,2009-09-08,2.5,1,1,Bonus 3:2
NAZARA,2022-06-24,2.0,1,1,Bonus 1:1
NAZARA,2025-09-26,4.0,2,2,Bonus 1:1 | Face Value Split (Sub-Division) - From Rs 4/- Per Share To Rs 2/- Per Share
NBCC,2016-06-02,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
NBCC,2017-02-17,1.5,1,1, Bonus 1:2
NBCC,2018-04-25,2.0,1,1, Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
NBCC,2024-10-07,1.5,1,1,Bonus 1:2
NBIFIN,2017-12-07,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
NCC,2006-09-20,2.0,1,1,Bonus 1:1
NDL,2022-03-24,3.0,1,1,Bonus 2:1
NDL,2024-09-19,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
NDRAUTO,2023-07-24,2.0,1,1,Bonus 1:1
NDRAUTO,2024-09-25,2.0,1,1,Bonus 1:1
NECLIFE,2008-11-12,10.0,1,1,Fv Split Rs.10/- To Re.1/
NELCAST,2011-09-06,5.0,1,1,Face Value Split From Rs 10 To Rs 2
NESCO,2010-07-20,2.0,1,1,Bonus 1:1
NESCO,2017-09-15,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
NESTLEIND,2024-01-05,10.0,1,1,Face Value Split (Sub-Division) - From Rs10/- Per Share To Re 1/- Per Share
NESTLEIND,2025-08-08,2.0,1,1,Bonus 1:1
NEWGEN,2024-01-12,2.0,1,1,Bonus 1:1
NIACL,2018-06-27,2.0,1,1, Bonus 1:1/ Dividend- Rs 5 Per Share
NIITLTD,2007-08-24,7.5,1,2,Fv Spl-Rs10tors2/Bon-1:2
NINSYS,2023-08-03,1.8,1,1,Bonus 4:5
NIPPOBATRY,2021-10-28,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
NISSAN,2010-09-27,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
NITINFIRE,2010-11-04,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
NITINFIRE,2011-09-22,3.5,1,1,Bonus 5:2
NITINFIRE,2014-11-13,1.3333333333,1,1,Bonus 1:3
NMDC,2008-04-10,10.0,1,1,Fv Split Rs.10/- To Re.1/
NMDC,2008-05-21,3.0,1,1,Bonus 2:1
NMDC,2024-12-27,3.0,1,1,Bonus 2:1
NORTHGATE,2007-08-31,2.0,1,1,Bonus 1:1
NRBBEARING,2007-03-26,5.0,1,1,Fv Split Rs.10/- To Rs.2/
NRBBEARING,2010-09-03,2.0,1,1,Bonus 1:1
NRL,2024-03-20,1.5,1,1,Bonus 1:2
NTPC,2019-03-19,1.2,1,1, Bonus 1:5
NUCLEUS,2007-08-03,2.0,1,1,Bonus 1:1
NUTEK,2009-12-23,2.0,1,1,Fv Split Rs.10 To Rs.5
NUVAMA,2025-12-26,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
NYKAA,2022-11-10,6.0,1,1,Bonus 5:1
OIL,2012-03-29,2.5,1,1,Bonus 3:2
OIL,2017-01-12,1.3333333333,1,1, Bonus 1:3
OIL,2018-03-27,1.5,1,1, Bonus 1:2
OIL,2024-07-02,1.5,1,1,Bonus 1:2
OMAXE,2013-11-11,1.2564102564,1,1,Bonus 10:39
ONEPOINT,2022-01-18,7.5,2,2,Bonus 1:2 | Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
ONGC,2006-10-27,1.5,1,1,Bonus 1:2
ONGC,2011-02-08,4.0,1,2,Bonus 1:1 And Face Value Split From Rs.10/- To Rs.5/-
ONGC,2016-12-15,1.5,1,1, Bonus 1: 2
ONMOBILE,2011-05-03,2.0,1,1,Bonus 1:1
OPTOCIRCUI,2006-10-30,2.0,1,1,Bonus 1:1
OPTOCIRCUI,2007-10-25,1.5,1,1,Bonus 1:2
OPTOCIRCUI,2008-11-03,1.7,1,1,Bonus 7:10
OPTOCIRCUI,2012-03-29,1.3,1,1,Bonus 3:10
ORBITCORP,2010-06-29,2.0,1,1,Bonus 1:1
ORBTEXP,2017-02-14,2.0,1,1, Bonus 1:1/Interim Dividend Rs 2/- Per Share (Purpose Revised)
ORIENTCER,2009-08-12,2.0,1,1,Bonus 1:1
ORIENTHOT,2010-11-10,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
ORIENTPPR,2008-02-01,10.0,1,1,Fv Split Rs.10/- To Re.1/
ORIENTTECH,2026-01-05,1.1,1,1,Bonus 1:10
ORISSAMINE,2012-10-29,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
OSIAHYPER,2023-03-13,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
OSWALSEEDS,2023-08-18,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
OSWALSEEDS,2024-02-02,1.2,1,1,Bonus 1:5
PAISALO,2022-06-30,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
PAISALO,2024-03-20,2.0,1,1,Bonus 1:1
PANAMAPET,2014-09-19,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
PANAMAPET,2017-10-03,1.5,1,1, Bonus 1:2
PANORAMUNI,2010-06-21,6.0,1,1,Bonus 5:1
PARACABLES,2007-01-25,5.0,1,1,Fv Split Rs.10/- To Rs.2/
PARAS,2025-07-04,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
PARSVNATH,2010-10-18,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
PASHUPATI,2026-04-17,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
PATANJALI,2025-09-11,3.0,1,1,Bonus 2:1
PAVNAIND,2025-09-01,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
PCBL,2018-04-19,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
PCBL,2022-04-11,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
PCJEWELLER,2017-07-06,2.0,1,1, Bonus 1:1
PCJEWELLER,2024-12-16,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
PDPL,2010-09-13,1.3333333333,1,1,Annual General Meeting/Dividend Rs.2/- Per Share/Bonus 1:3
PDSL,2022-08-26,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
PENINLAND,2007-10-16,5.0,1,1,Fv Split Rs.10/- To Rs.2/
PERSISTENT,2015-03-10,2.0,1,1,Bonus 1 : 1
PERSISTENT,2024-03-28,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
PETRONET,2017-07-03,2.0,1,1, Bonus 1:1
PFC,2016-08-26,2.0,1,1, Bonus 1:1
PFC,2023-09-21,1.25,1,1,Bonus 1:4
PFOCUS,2010-10-29,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
PGEL,2024-07-10,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
PGIL,2024-01-05,2.0,1,1,Face Value Split (Sub-Division) - From Rs10/- Per Share To Rs 5/- Per Share
PHOENIXLTD,2008-02-13,5.0,1,1,Fv Split Rs.10/- To Rs.2/
PHOENIXLTD,2024-09-20,2.0,1,1,Bonus 1:1
PIDILITIND,2010-03-15,2.0,1,1,Bonus 1:1
PIDILITIND,2025-09-23,2.0,1,1,Bonus 1:1
PIIND,2011-08-17,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
PIIND,2013-04-12,5.0,1,1,Face Value Split From Rs.5/- Per Share To Re.1/- Per Share
PILANIINVS,2020-12-31,1.4,1,1, Bonus 2:5
PILITA,2016-08-24,4.0,1,1, Face Value Split (Sub-Division) - From Rs 4/- Per Share To Re 1/- Per Share
PINCON,2016-06-23,2.0,1,1, Bonus 1:1
PITTIENG,2015-04-16,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
PLASTIBLEN,2012-02-29,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
PLASTIBLEN,2017-07-03,2.0,1,1, Bonus 1:1
PNB,2014-12-18,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
PNBGILTS,2013-07-03,1.3333333333,1,1,Bonus 1:3
PNCINFRA,2016-08-12,5.0,1,1, Face Value Split From Rs 10 To Rs 2
POCL,2024-10-16,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
POCL,2026-07-21,2.5,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share
POKARNA,2017-10-18,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
POLYMED,2013-07-09,2.0,1,1,Bonus 1:1
POLYMED,2015-02-02,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
POLYMED,2017-03-24,2.0,1,1, Bonus 1:1
POLYPLEX,2010-12-23,2.0,1,1,Bonus 1:1
POONAWALLA,2010-08-13,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
POWERGRID,2021-07-29,1.3333333333,1,1, Bonus 1:3
POWERGRID,2023-09-12,1.3333333333,1,1,Bonus 1:3
POWERMECH,2024-10-08,2.0,1,1,Bonus 1:1
PRADIP,2013-02-12,1.2,1,1,Bonus 1:5
PRAJIND,2007-07-18,2.0,1,1,Bonus 1:1
PRAKASHSTL,2016-03-03,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
PRATIBHA,2010-07-30,5.0,1,1,Fv Split Rs.10/- To Rs.2/-
PRECOT,2013-10-03,1.5,1,1,Bonus 1:2
PRECWIRE,2016-03-21,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
PRECWIRE,2021-12-22,5.0,1,1, Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
PRECWIRE,2022-12-22,1.5,1,1,Bonus 1:2
PREMEXPLN,2024-06-21,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
PREMIERPOL,2024-11-05,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
PROVOGUE,2008-10-03,5.0,1,1,Fv Split Rs.10/- To Rs.2/
PTL,2008-02-25,5.0,1,1,Fv Split Rs.10/- To Rs.2/
PTL,2021-12-23,2.0,1,1, Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
PUNJLLOYD,2007-03-29,5.0,1,1,Fv Split Rs.10/- To Rs.2/
RADHIKAJWE,2023-05-26,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
RADIOCITY,2019-02-20,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
RADIOCITY,2020-03-12,1.25,1,1, Bonus 1:4
RAIN,2011-06-15,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
RAINBOWPAP,2010-08-11,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
RAJESHEXPO,2008-01-29,6.0,1,2,Fv Spl-Rs2 To Re1/Bon-2:1
RAJMET,2021-09-02,1.5,1,1, Bonus 1:2
RAJMET,2022-09-15,1.5,1,1,Bonus 1:2
RAJMET,2022-11-30,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
RAJPALAYAM,2011-07-13,2.0,1,1,Final Dividend Rs.7.50 Per Share And Special Dividend Rs.7.50 Per Share/Bonus 1:1 (Purpose Revised)
RAJRATAN,2022-03-15,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
RAJRAYON,2013-03-04,10.0,1,1,Face Value Split From Rs 10 To Re 1
RAJTV,2014-03-25,4.0,1,2,Bonus 1:1 / Face Value Split From Rs.10/- To Rs.5/-
RALLIS,2010-06-08,1.5,1,1,Bonus 1: 2
RALLIS,2011-07-15,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
RAMAPHO,2025-02-07,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
RAMASTEEL,2016-03-14,10.0,1,2, Bonus 4:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
RAMASTEEL,2022-08-25,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
RAMASTEEL,2023-01-06,5.0,1,1,Bonus 4:1
RAMASTEEL,2024-03-19,3.0,1,1,Bonus 2:1
RAMCOCEM,2008-10-01,20.0,1,2,Fv Spl-Rs10tore1/Bon-1:1
RAMCOIND,2009-09-14,20.0,1,2,Fv Spl-Rs10tore1/Bon-1:1
RAMRAT,2022-09-28,2.0,1,1,Bonus 1:1
RAMRAT,2025-12-26,2.0,1,1,Bonus 1:1
RASOYPR,2013-03-21,15.0,1,2,Bonus 2:1 / Face Value Split From Rs. 5/- To Re. 1/-
RATNAMANI,2008-11-06,5.0,1,1,Fv Split Rs.10/- To Rs.2/
RATNAMANI,2022-06-30,1.5,1,1,Bonus 1:2
RECLTD,2016-09-28,2.0,1,1, Bonus 1:1
RECLTD,2022-08-17,1.3333333333,1,1,Bonus 1:3
REDINGTON,2010-08-20,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
REDINGTON,2021-08-18,2.0,1,1, Bonus 1:1
REDTAPE,2025-02-04,4.0,1,1,Bonus 3:1
REFEX,2024-03-22,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
REIAGROLTD,2009-02-05,10.0,1,1,Fv Split Rs.10/- To Re.1/
REISIXTEN,2009-10-26,5.0,1,1,Fv Split Rs.10/- To Rs.2/
RELAXO,2013-11-22,5.0,1,1,Face Value Split From Rs.5/- To Re.1/-
RELAXO,2015-07-01,2.0,1,1,Bonus 1:1
RELAXO,2019-06-26,2.0,1,1, Bonus 1:1
RELIANCE,2009-11-26,2.0,1,1,Bonus 1:1
RELIANCE,2017-09-07,2.0,1,1, Bonus 1:1
RELIANCE,2024-10-28,2.0,1,1,Bonus 1:1
REMSONSIND,2024-07-05,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
RENUKA,2008-04-10,10.0,1,1,Fv Split Rs.10/- To Re.1/
RENUKA,2010-03-15,2.0,1,1,Bonus 1:1
RESURGERE,2010-09-15,30.0,1,2,Annual General Meeting/Bonus 2:1/Face Value Split From Rs.10/- To Re.1/-
RGL,2022-07-19,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
RITES,2019-08-08,1.25,1,1, Bonus  1:4
RITES,2024-09-20,2.0,1,1,Bonus 1:1
RKFORGE,2022-03-14,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
RMDRIP,2025-09-26,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
RMDRIP,2026-04-10,1.7142857143,1,1,Bonus 5:7
RNBDENIMS,2026-04-02,3.0,2,2,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share | Bonus 1:2
ROLEXRINGS,2025-10-17,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
ROLTA,2008-01-24,2.0,1,1,Bonus 1 : 1
ROTO,2023-07-07,2.0,1,1,Bonus 1:1
ROTO,2024-11-08,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
ROTO,2025-07-11,3.0,1,1,Bonus 2:1
RPEL,2024-11-29,2.0,1,1,Bonus 1:1
RPOWER,2008-05-30,1.6,1,1,Bonus 3:5
RPPL,2024-02-26,3.0,1,1,Bonus 2:1
RPPL,2024-09-17,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
RSSOFTWARE,2010-06-21,1.28,1,1,Bonus 28:100
RSSOFTWARE,2015-01-21,2.0,1,1,Interim Dividend - Rs 1.50/- Per Share / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share (Purpose Revised)
RSYSTEMS,2014-02-26,10.0,1,1,Face Value Split From Rs 10/- To Re 1/- Per Share
RUBYMILLS,2012-11-22,2.0,1,1,Face Value Split From Rs 10 To Rs 5
RUBYMILLS,2015-10-21,2.0,1,1, Bonus 1:1
RUBYMILLS,2022-09-23,2.0,1,1,Bonus 1:1
RUCHIRA,2022-10-10,1.1,1,1,Bonus 1:10
RUCHISOYA,2007-10-29,5.0,1,1,Fv Split Rs.10/- To Rs.2/
RUSHIL,2024-08-09,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SADBHAV,2010-12-07,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
SADHNANIQ,2023-07-05,1.2222222222,1,1,Bonus 2:9
SAFARI,2023-12-12,2.0,1,1,Bonus 1:1
SAGARDEEP,2020-10-05,1.5,1,1, Bonus 1:2
SAGCEM,2021-08-17,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SAKSOFT,2022-09-23,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SAKSOFT,2024-09-19,1.25,1,1,Bonus 1:4
SAKUMA,2018-11-12,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SAKUMA,2024-08-09,5.0,1,1,Bonus 4:1
SALASAR,2021-07-13,2.0,1,1, Bonus 1:1
SALASAR,2022-06-27,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 1/- Per Share
SALASAR,2024-02-01,5.0,1,1,Bonus 4:1
SANDUMA,2024-02-02,6.0,1,1,Bonus 5:1
SANDUMA,2025-09-22,3.0,1,1,Bonus 2:1
SANGHVIMOV,2007-08-23,5.0,1,1,Fv Split Rs.10/- To Rs.2/
SANGHVIMOV,2024-09-27,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
SANWARIA,2006-12-08,2.5,1,1,Fv Split Rs.5/- To Rs.2/
SANWARIA,2008-02-04,2.0,1,1,Fv Split Rs.2/- To Re.1/-
SANWARIA,2008-09-26,2.0,1,1,Bonus 1:1
SANWARIA,2011-04-07,2.0,1,1,Bonus 1:1
SANWARIA,2017-07-03,2.0,1,1, Bonus 1:1
SAPPHIRE,2024-09-05,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SARDAEN,2023-08-04,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SAREGAMA,2022-04-26,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SARLAPOLY,2015-10-29,10.0,1,1, Face Value Split From Rs 10 To Re 1 (Record Date Revised)
SARVESHWAR,2023-09-15,30.0,2,2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share | Bonus 2:1
SATIA,2019-10-15,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SATYAMCOMP,2006-10-09,2.0,1,1,Bonus-1:1
SAVERA,2010-10-25,2.0,1,1,Bonus 1:1
SBC,2022-02-22,20.0,2,2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share | Bonus 1:1
SBC,2024-01-19,1.5,1,1,Bonus 1:2
SBC,2025-03-10,1.5,1,1,Bonus 1:2
SBCL,2022-10-12,1.5,1,1,Bonus 1:2
SBGLP,2024-04-18,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SBIN,2014-11-20,10.0,1,1,Face Value Split Rs.10/- To Re.1/- Per Share
SCHAEFFLER,2022-02-08,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SCI,2008-10-29,1.5,1,1,Bonus 1:2
SDBL,2020-10-15,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SDBL,2024-05-24,2.5,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share
SECURCRED,2023-01-04,4.0,1,1,Bonus 3:1
SECURKLOUD,2016-10-10,2.6666666666,1,2, Bonus 1:3/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SEINVEST,2010-04-05,5.0,1,1,Fv Split Rs.10 To Rs.2
SEINVEST,2010-05-18,4.0,1,1,Bonus 3:1
SEINVEST,2010-10-29,2.0,1,1,Face Value Split From Rs.2/- To Re.1/-
SENCO,2025-01-31,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SERVOTECH,2023-02-03,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SERVOTECH,2023-07-28,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
SESHAPAPER,2019-08-19,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SETUINFRA,2012-12-13,10.0,1,1,Face Value Split From Rs 10 To Re 1
SEZALGLASS,2010-10-21,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
SFL,2022-12-21,2.0,1,1,Bonus 1:1
SHAH,2016-10-13,10.0,1,1, Face Value Split From Rs 10 To Re 1
SHAILY,2023-11-23,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SHAKTIPUMP,2024-11-25,6.0,1,1,Bonus 5:1
SHALPAINTS,2012-11-22,5.0,1,1,Face Value Split From Rs 10 To Rs 2
SHARDAMOTR,2021-04-16,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SHARDAMOTR,2025-07-04,2.0,1,1,Bonus 1:1
SHAREINDIA,2024-06-27,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SHARONBIO,2014-02-20,10.0,1,2,Bonus 1:1 / Face Value Split From 10/- To Face Value 2/-
SHEKHAWATI,2013-04-10,10.0,1,1,Face Value Split From Rs.10 To Re.1
SHILPAMED,2013-07-16,1.5,1,1,Annual General Meeting / Dividend - Rs 1.30/- Per Share / Bonus 1:2
SHILPAMED,2015-11-06,2.0,1,1, Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
SHILPAMED,2025-10-03,2.0,1,1,Bonus 1:1
SHILPI,2014-09-16,2.0,1,1,Bonus 1:1
SHIVAMAUTO,2014-10-30,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
SHIVAMAUTO,2015-10-08,2.0,1,1, Bonus 1: 1
SHOPERSTOP,2011-01-12,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
SHRADHA,2023-01-20,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SHRADHA,2024-12-10,2.5,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share
SHREEASHTA,2009-08-20,10.0,1,1,Fv Split Rs.10/- To Rs.1/
SHREEASHTA,2010-02-01,5.0,1,1,Bonus 4:1
SHRENIK,2020-10-08,6.0,2,2, Bonus 2:1 |  Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
SHRENUJ,2014-07-15,2.0,1,1,Annual General Meeting / Dividend - Re 0.60/- Per Share / Bonus 1 : 1
SHRIPISTON,2023-07-24,2.0,1,1,Bonus 1:1
SHRIRAMFIN,2025-01-10,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SIEMENS,2006-06-13,5.0,1,1,Fv Split Rs.10/- To Rs.2/
SIEMENS,2008-02-29,2.0,1,1,Bonus 1:1
SIGACHI,2023-10-09,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SIGMA,2025-10-06,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SIGNET,2015-08-17,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 1/- Per Share
SIKKO,2022-10-28,1.5,1,1,Bonus 1:2
SIKKO,2025-11-27,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SIKKO,2025-12-08,2.0,1,1,Bonus 1:1
SILVERTUC,2026-03-06,10.0,2,2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share | Bonus 1:1
SIMPLEXINF,2006-09-13,5.0,1,1,Fv Split Rs.10/- To Rs.2/
SINTEX,2010-10-27,2.0,1,1,Face Value Split From Rs.2/- To Re.1/-
SIRCA,2023-05-11,2.0,1,1,Bonus 1:1
SIS,2020-01-15,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SIYSIL,2017-10-25,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SKMEGGPROD,2026-01-12,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SKYGOLD,2024-12-16,10.0,1,1,Bonus 9:1
SMCGLOBAL,2025-11-14,2.0,1,1,Bonus 1:1
SMSPHARMA,2015-12-17,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SOMANYCERA,2010-11-11,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
SONAMLTD,2022-07-14,2.0,1,1,Bonus 1:1
SONAMLTD,2024-05-10,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SONATSOFTW,2022-09-08,1.3333333333,1,1,Bonus 1:3
SONATSOFTW,2023-12-12,2.0,1,1,Bonus 1:1
SOTL,2007-01-17,1.6666666667,1,1,Bonus 2:3
SOTL,2022-09-01,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SOUISPAT,2014-09-22,10.0,1,1,Annual General Meeting And Face Value Split From Rs.10/- To Re.1/-
SOUTHBANK,2008-10-16,1.25,1,1,Bonus 1:4
SOUTHBANK,2010-09-23,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
